corporateID,corporateName,corporateKana,cityID,location,moddate
5000020018678,北海道後期高齢者医療広域連合,ホッカイドウコウキコウレイシャイリョウコウイキレンゴウ,01101,北海道札幌市中央区南二条西１４丁目,2018-04-15T15:00:00.000Z
9000020011002,札幌市,サッポロシ,01101,北海道札幌市中央区北一条西２丁目,2018-04-01T15:00:00.000Z
4000020018431,札幌広域圏組合,サッポロコウイキケンクミアイ,01101,北海道札幌市中央区北一条西２丁目札幌市役所５階,2019-08-05T15:00:00.000Z
7000020010006,北海道,ホッカイドウ,01101,北海道札幌市中央区北三条西６丁目１,2018-04-01T15:00:00.000Z
6000020018074,北海道市町村職員退職手当組合,ホッカイドウシチョウソンショクインタイショクテアテクミアイ,01101,北海道札幌市中央区北四条西６丁目２番地,2018-04-01T15:00:00.000Z
7000020018643,北海道町村議会議員公務災害補償等組合,ホッカイドウチョウソンギカイギインコウムサイガイホショウトウクミアイ,01101,北海道札幌市中央区北四条西６丁目２番地北海道自治会館,2018-04-01T15:00:00.000Z
6000020018058,北海道市町村備荒資金組合,ホッカイドウシチョウソンビコウシキンクミアイ,01101,北海道札幌市中央区北四条西６丁目自治会館５Ｆ,2018-04-01T15:00:00.000Z
8000020018023,北海道市町村総合事務組合,ホッカイドウシチョウソンソウゴウジムクミアイ,01101,北海道札幌市中央区北四条西６丁目北海道自治会館６階北海道町村会内,2018-04-01T15:00:00.000Z
2000020019984,石狩西部広域水道企業団,イシカリセイブコウイキスイドウキギョウダン,01107,北海道札幌市西区八軒６条西２丁目１番５号,2021-03-08T15:00:00.000Z
4000020019941,函館湾流域下水道事務組合,ハコダテワンリュウイキゲスイドウジムクミアイ,01202,北海道函館市昭和町４２番地,2018-04-15T15:00:00.000Z
9000020012025,函館市,ハコダテシ,01202,北海道函館市東雲町４－１３,2018-04-01T15:00:00.000Z
2000020018937,函館圏公立大学広域連合,ハコダテケンコウリツダイガクコウイキレンゴウ,01202,北海道函館市東雲町４番１３号,2018-04-01T15:00:00.000Z
1000020018970,渡島・檜山地方税滞納整理機構,オシマヒヤマチホウゼイタイノウセイリキコウ,01202,北海道函館市美原４丁目６番１６号渡島合同庁舎内,2018-04-01T15:00:00.000Z
9000020012033,小樽市,オタルシ,01203,北海道小樽市花園２丁目１２－１,2018-04-01T15:00:00.000Z
3000020018481,北しりべし廃棄物処理広域連合,キタシリベシハイキブツショリコウイキレンゴウ,01203,北海道小樽市桃内２丁目１１１番地２,2018-04-01T15:00:00.000Z
3000020018333,上川広域滞納整理機構,カミカワコウイキタイノウセイリキコウ,01204,北海道旭川市永山六条１９丁目,2018-04-01T15:00:00.000Z
3000020019364,上川教育研修センター組合,カミカワキョウイクケンシュウセンタークミアイ,01204,北海道旭川市六条通４丁目,2018-04-01T15:00:00.000Z
