date_of_order,title,amount,government_departments,joint_signatures,corporate_number
2020-04-01T00:00:00+09:00,令和２年度技術協力活用型・新興国市場開拓事業（国際化促進インターンシップ事業（海外ジョブフェア事業））,55998416,経済産業省,,1010001067359
2020-02-14T00:00:00+09:00,公電各省配付システム用プリンタ機器　一式,6615840,経済産業省,,1010001110829
2020-07-27T00:00:00+09:00,地熱発電技術研究開発耐腐食性を有しかつスケール成長を低減した熱交換システムに関する実現可能性調査,8008000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010001142153
2020-07-31T00:00:00+09:00,令和２年度高度な自動走行・ＭａａＳ等の社会実装に向けた研究開発・実証事業（自動走行等の社会実装に向けた産学官の協調領域等の調査）,55020900,経済産業省,,1010401000530
2020-04-01T00:00:00+09:00,ＥＰＳＩ　Ｊａｐａｎ及びＰｏｗｅｒＲＴ　Ｊａｐａｎの利用契約,11000000,経済産業省,,1010401123810
2020-04-01T00:00:00+09:00,（次期）旅費等内部管理業務共通システム用機器及びソフトウェアの環境構築業務,15246000,経済産業省,,1020001071491
2020-07-30T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム自動車の早期低炭素化を実現する内燃機関／燃料組成の開発,26335000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1240005004054
2020-04-01T00:00:00+09:00,特許料等手数料に関するダイレクト方式納付の取扱業務　一式,11,特許庁,,1310001005552
2020-05-21T00:00:00+09:00,高速プリンタ用Ａ４カット紙の購入　２３，７５７，５００枚（予定）,14895952,特許庁,,2010001027865
2020-04-01T00:00:00+09:00,令和２年度地球温暖化対策における国際機関等連携事業委託費（「ＴＣＦＤサミット」開催及び各国サステナブル・ファイナンス政策等の動向調査に関する委託調査）,96377399,経済産業省,,2010001033161
2020-04-01T00:00:00+09:00,新潟アルコール事務所閉鎖に伴う基盤情報システム機器撤去等作業,2582800,経済産業省,"日本電気株式会社",2010001033475
2020-07-15T00:00:00+09:00,経済産業省基盤情報システムサービス（Ｗｅｂ会議機能の強化）,369744221,経済産業省,"日本電気株式会社",2010001033475
2020-07-10T00:00:00+09:00,審判基盤サーバ一式の新規導入に係るハードウェア等賃貸借及び保守等業務　一式,1446579750,特許庁,"株式会社日立製作所",2010001033475
2020-04-01T00:00:00+09:00,商標事件管理業務等に係る労働者派遣　１名,3335235,特許庁,,2010001098502
2020-04-03T00:00:00+09:00,令和２年度火薬類事故防止対策、火薬類国際化対策事業,5961223,経済産業省,,2010005003111
2020-06-24T00:00:00+09:00,令和２年度技術協力活用型・新興国市場開拓事業（制度・事業環境整備事業（タイ版スマートものづくり応援隊創設支援事業））,50000000,経済産業省,"一般社団法人日・タイ経済協力協会，一般財団法人海外産業人材育成協会",2010005003235
2020-04-01T00:00:00+09:00,令和２年度宇宙太陽光発電における無線送受電技術高効率化等研究開発事業,250000000,経済産業省,,2010405010640
2020-07-27T00:00:00+09:00,令和２年度補正サプライチェーン強靭化に資する技術開発・実証事業（サプライチェーンの迅速・柔軟な組換えに資する衛星を活用した状況把握システムの開発・実証）,499998000,経済産業省,,2010405010640
2020-04-01T00:00:00+09:00,職員情報ＤＢ用ライセンスの調達,827040896,経済産業省,,2010901021868
2020-04-01T00:00:00+09:00,特許庁執務室（ＪＴビル）の清掃業務　一式,4206840,特許庁,,2011101047571
2020-04-07T00:00:00+09:00,令和元年度ものづくり基盤技術の振興施策,3625380,経済産業省／文部科学省／厚生労働省,,2240001000948
2020-04-01T00:00:00+09:00,特許料等手数料に関するダイレクト方式納付の取扱業務　一式,11,特許庁,,2270001000870
2020-05-14T00:00:00+09:00,令和２年度大阪・関西万博日本館政府出展事業（大阪・関西万博日本館に係る事前調査及び基本構想策定業務）,29999567,経済産業省,,3010001035099
2020-06-19T00:00:00+09:00,令和２年度業務サポートセンター運営による職員の業務効率化及び生産性向上に関する実証調査事業,21637880,経済産業省,,3010001177321
2020-03-19T00:00:00+09:00,ＯＡ机等の購入,12817530,特許庁,,3010401009875
2020-07-09T00:00:00+09:00,再生可能エネルギー熱利用にかかるコスト低減技術開発地中熱利用システムの企画・設計にかかる実態調査,19999100,国立研究開発法人新エネルギー・産業技術総合開発機構,,3010401011971
2019-12-19T00:00:00+09:00,令和元年度エネルギー需給構造高度化対策に関する調査等事業（省エネ法に基づく定期報告書等のデータ公開のあり方に関する検討・検証事業）,74415000,資源エネルギー庁,,3010401026805
2020-04-01T00:00:00+09:00,令和２年度地域企業イノベーション促進事業（地域未来投資促進法の執行状況等に関する調査事業）,10951635,経済産業省,,3010401026805
2020-03-31T00:00:00+09:00,令和元年度補正レジ袋有料化に向けた理解促進事業（レジ袋有料化に向けた理解促進のための説明会等開催支援）,9900000,経済産業省,,3010401029287
2020-04-01T00:00:00+09:00,公報審査資料の文献解析及びデータ作成（物理分野）　一式,107242766,特許庁,,3010605002115
2020-04-01T00:00:00+09:00,移転申請書のコード付与・登録記事抽出作業及びデータ作成　一式,18700000,特許庁,,3010605002131
2020-04-01T00:00:00+09:00,標章審査資料・商標見本の解析及びデータ作成　一式,176638096,特許庁,,3010605002131
2020-04-01T00:00:00+09:00,令和２年度「ワシントン条約に基づく植物の寄託管理契約」,3649945,経済産業省,,3011505000910
2020-07-30T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム自動車の早期低炭素化を実現する内燃機関／燃料組成の開発,5000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3013205000182
2020-07-31T00:00:00+09:00,カーボンリサイクル実現を加速するバイオ由来製品生産技術の開発カーボンリサイクル実現を加速するバイオ由来製品生産技術の開発データ駆動型統合バイオ生産マネジメントシステム（Ｄａｔａ－ｄｒｉｖｅｎ　ｉＢＭＳ）の研究開発,92129500,国立研究開発法人新エネルギー・産業技術総合開発機構,,3130005005532
2020-07-21T00:00:00+09:00,次世代人工知能・ロボットの中核となるインテグレート技術開発人工知能技術の適用領域を広げる研究開発自動機械学習による人工知能技術の導入加速に関する研究開発,14375000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3180005008670
2020-04-01T00:00:00+09:00,コンピュータソフトウェア関連文献の保管及び搬出・搬入　一式,2753608,特許庁,,3370801000134
2020-04-01T00:00:00+09:00,令和２年度タクシー供給に関する請負契約,0,経済産業省,,4010001006660
2020-04-13T00:00:00+09:00,令和２年度内外一体の経済成長戦略構築にかかる国際経済調査事業（気候変動をめぐる投資・金融の動向を踏まえた環境イノベーションに向けたファイナンスのあり方に関する調査）,23894200,経済産業省,,4010001054032
2020-07-30T00:00:00+09:00,令和２年度質の高いインフラの海外展開に向けた事業実施可能性調査事業（メキシコ合衆国・カンクン都市交通マスタープラン検討及びＡＧＴ導入計画調査事業）,39957645,経済産業省,,4010001146242
2020-04-10T00:00:00+09:00,令和元年度補正予算高圧ガス等技術基準策定研究開発事業（停電復旧見通しの精緻化・情報共有システム等整備事業）,589540534,経済産業省,"株式会社パスコ",4010005018545
2020-05-27T00:00:00+09:00,令和２年度レジ袋有料化に向けた理解促進業務,500000000,経済産業省／環境省,,4010401048922
2020-04-01T00:00:00+09:00,令和２年度事業用電気工作物管理システム等運用支援業務役務請負,14740000,経済産業省,,4010401058525
2020-06-04T00:00:00+09:00,令和２年度技術協力活用型・新興国市場開拓事業（制度・事業環境整備事業（生産性向上に関する事業））,70000000,経済産業省,,4011005003009
2020-04-01T00:00:00+09:00,医学・医療雑誌（国内）を収録したデータベースを有するインターネットサイトの利用　一式,2659800,特許庁,,4011101005131
2020-03-30T00:00:00+09:00,令和元年度補正レジ袋有料化に向けた理解促進事業（資源循環の促進のためのプラスチック使用状況調査及び合理化に係る事業）,41800000,経済産業省,,4011101006162
2020-04-28T00:00:00+09:00,令和２年度化学物質安全対策（化学物質管理分野におけるアジア協力に関する調査）,12496000,経済産業省,,4013301013616
2020-07-28T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム磁気機能性ナノ冷凍機油による冷媒圧縮機の高効率化,8175200,国立研究開発法人新エネルギー・産業技術総合開発機構,,5010001020181
2020-04-01T00:00:00+09:00,情報技術分野における国際協力に関する翻訳業務に係る労働者派遣　１名,4540515,特許庁,,5010001141993
2020-04-01T00:00:00+09:00,Ｆターム等を用いた先行技術文献調査　一式,364486785,特許庁,,5010101003540
2020-04-01T00:00:00+09:00,令和２年度洋書定期購読（Ａｃｃｏｕｎｔｉｎｇ　Ｔｏｄａｙ　外２０件）の購入,1960200,経済産業省,,5010401006994
2020-02-14T00:00:00+09:00,普通乗用自動車（次世代自動車：２，４０１？３，０００ｃｃ未満）の交換購入,11800580,経済産業省,,5010401042032
2020-07-27T00:00:00+09:00,地熱発電技術研究開発耐腐食性を有しかつスケール成長を低減した熱交換システムに関する実現可能性調査,5929000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5010405003971
2020-06-12T00:00:00+09:00,令和２年度特許出願技術動向調査－機械翻訳－　一式,15400000,特許庁,,5020001065234
2019-12-11T00:00:00+09:00,令和元年度新エネルギー等の導入促進のための広報等事業（地方公共団体を中心とした地域の再生可能エネルギー推進事業（太陽光発電））,4499998,資源エネルギー庁,"京都府",5130001050027
2020-04-01T00:00:00+09:00,Ｆターム等を用いた先行技術文献調査　一式,847210543,特許庁,,5180001054808
2020-04-01T00:00:00+09:00,特許料等手数料に関するダイレクト方式納付の取扱業務　一式,11,特許庁,,5190001000892
